"stopped","stop_round","rep_n_per_slice","target_n","total_evals","max_U95","max_true_p","recent_novelty","N_err","Mhat","true_missing","missed_new_types_200","premature_stop","scenario","rule","replicate"
TRUE,12,300,300,1500,0.0157145548915839,0.004,1,69,0.0434782608695652,0,0,FALSE,"safe_short_tail","fixed_budget",129
TRUE,12,300,300,1500,0.0302503954197378,0.004,1,79,0.0379746835443038,0.0210158348887922,0,FALSE,"safe_short_tail","fixed_budget",130
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,74,0.0540540540540541,0,0,FALSE,"safe_short_tail","fixed_budget",131
TRUE,12,300,300,1500,0.0208362305270247,0.004,2,74,0.0405405405405405,0.0158685192031176,1,FALSE,"safe_short_tail","fixed_budget",132
TRUE,12,300,300,1500,0.0256413930826096,0.004,0,87,0.0459770114942529,0,0,FALSE,"safe_short_tail","fixed_budget",133
TRUE,12,300,300,1500,0.00993608194445772,0.004,3,69,0.0579710144927536,0,0,FALSE,"safe_short_tail","fixed_budget",134
TRUE,12,300,300,1500,0.0157145548915839,0.004,2,68,0.0588235294117647,0.0181336889094548,0,FALSE,"safe_short_tail","fixed_budget",135
TRUE,12,300,300,1500,0.0208362305270247,0.004,0,74,0.0405405405405405,0.0370744238303259,1,FALSE,"safe_short_tail","fixed_budget",136
TRUE,12,300,300,1500,0.0256413930826096,0.004,0,78,0.0384615384615385,0.0210158348887922,0,FALSE,"safe_short_tail","fixed_budget",137
TRUE,12,300,300,1500,0.0157145548915839,0.004,3,75,0.04,0.0406518788459722,1,FALSE,"safe_short_tail","fixed_budget",138
TRUE,12,300,300,1500,0.0157145548915839,0.004,0,65,0.0153846153846154,0.0350644144871554,2,FALSE,"safe_short_tail","fixed_budget",139
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,84,0.0357142857142857,0,0,FALSE,"safe_short_tail","fixed_budget",140
TRUE,12,300,300,1500,0.0157145548915839,0.004,0,83,0.0240963855421687,0.0210158348887922,1,FALSE,"safe_short_tail","fixed_budget",141
TRUE,12,300,300,1500,0.00993608194445772,0.004,0,69,0.0289855072463768,0.0597949186936428,2,FALSE,"safe_short_tail","fixed_budget",142
TRUE,12,300,300,1500,0.0208362305270247,0.004,3,73,0.0547945205479452,0,0,FALSE,"safe_short_tail","fixed_budget",143
TRUE,12,300,300,1500,0.00993608194445772,0.004,0,89,0,0.0158685192031176,1,FALSE,"safe_short_tail","fixed_budget",144
TRUE,12,300,300,1500,0.0208362305270247,0.004,0,65,0.0461538461538462,0.0457463390952796,1,FALSE,"safe_short_tail","fixed_budget",145
TRUE,12,300,300,1500,0.0157145548915839,0.004,2,73,0.0547945205479452,0.0299170988014808,0,FALSE,"safe_short_tail","fixed_budget",146
TRUE,12,300,300,1500,0.0256413930826096,0.004,2,86,0.0465116279069767,0,0,FALSE,"safe_short_tail","fixed_budget",147
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,76,0.0263157894736842,0.0158685192031176,1,FALSE,"safe_short_tail","fixed_budget",148
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,80,0.025,0.0158685192031176,0,FALSE,"safe_short_tail","fixed_budget",149
TRUE,12,300,300,1500,0.0208362305270247,0.004,3,75,0.0533333333333333,0.0406518788459722,2,FALSE,"safe_short_tail","fixed_budget",150
TRUE,12,300,300,1500,0.0157145548915839,0.004,1,68,0.0441176470588235,0.0158685192031176,0,FALSE,"safe_short_tail","fixed_budget",151
TRUE,12,300,300,1500,0.0157145548915839,0.004,0,73,0.0410958904109589,0.0350644144871554,2,FALSE,"safe_short_tail","fixed_budget",152
TRUE,12,300,300,1500,0.0157145548915839,0.004,1,78,0.0256410256410256,0.0429170485523094,1,FALSE,"safe_short_tail","fixed_budget",153
TRUE,12,300,300,1500,0.0256413930826096,0.004,1,63,0.0476190476190476,0.0210158348887922,0,FALSE,"safe_short_tail","fixed_budget",154
TRUE,12,300,300,1500,0.0256413930826096,0.004,0,69,0.0144927536231884,0.0140485795983632,0,FALSE,"safe_short_tail","fixed_budget",155
TRUE,12,300,300,1500,0.0256413930826096,0.004,2,68,0.0441176470588235,0.0298778198921619,1,FALSE,"safe_short_tail","fixed_budget",156
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,80,0.025,0.0368843540919098,0,FALSE,"safe_short_tail","fixed_budget",157
TRUE,12,300,300,1500,0.0157145548915839,0.004,0,78,0,0.081000823320851,2,FALSE,"safe_short_tail","fixed_budget",158
TRUE,12,300,300,1500,0.0256413930826096,0.004,2,71,0.028169014084507,0.0140485795983632,0,FALSE,"safe_short_tail","fixed_budget",159
TRUE,12,300,300,1500,0.0208362305270247,0.004,2,81,0.0493827160493827,0.0140485795983632,1,FALSE,"safe_short_tail","fixed_budget",160
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,87,0.0114942528735632,0.0140485795983632,1,FALSE,"safe_short_tail","fixed_budget",161
TRUE,12,300,300,1500,0.0256413930826096,0.004,0,70,0.0142857142857143,0.0547004584443355,2,FALSE,"safe_short_tail","fixed_budget",162
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,84,0.0119047619047619,0.0158685192031176,1,FALSE,"safe_short_tail","fixed_budget",163
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,79,0.0253164556962025,0.0181336889094548,0,FALSE,"safe_short_tail","fixed_budget",164
TRUE,12,300,300,1500,0.0157145548915839,0.004,1,69,0.0289855072463768,0.0550180430013645,1,FALSE,"safe_short_tail","fixed_budget",165
TRUE,12,300,300,1500,0.0157145548915839,0.004,2,79,0.0126582278481013,0.0616677137347644,3,FALSE,"safe_short_tail","fixed_budget",166
TRUE,12,300,300,1500,0.0157145548915839,0.004,0,53,0.0754716981132075,0.0429170485523094,0,FALSE,"safe_short_tail","fixed_budget",167
TRUE,12,300,300,1500,0.0208362305270247,0.004,0,78,0.0384615384615385,0.0158685192031176,0,FALSE,"safe_short_tail","fixed_budget",168
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,74,0.027027027027027,0.0350644144871554,0,FALSE,"safe_short_tail","fixed_budget",169
TRUE,12,300,300,1500,0.0157145548915839,0.004,1,75,0.04,0,0,FALSE,"safe_short_tail","fixed_budget",170
TRUE,12,300,300,1500,0.034722244301295,0.004,0,73,0.0136986301369863,0.0350644144871554,1,FALSE,"safe_short_tail","fixed_budget",171
TRUE,12,300,300,1500,0.0208362305270247,0.004,0,70,0.0428571428571429,0.0511230034286891,2,FALSE,"safe_short_tail","fixed_budget",172
TRUE,12,300,300,1500,0.0157145548915839,0.004,0,80,0.0125,0.127846564317676,3,TRUE,"safe_short_tail","fixed_budget",173
TRUE,12,300,300,1500,0.0157145548915839,0.004,1,72,0.0138888888888889,0,0,FALSE,"safe_short_tail","fixed_budget",174
TRUE,12,300,300,1500,0.0157145548915839,0.004,0,77,0.012987012987013,0.0690666225997278,4,FALSE,"safe_short_tail","fixed_budget",175
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,83,0.0240963855421687,0.0457991945316468,2,FALSE,"safe_short_tail","fixed_budget",176
TRUE,12,300,300,1500,0.0208362305270247,0.004,2,88,0.0227272727272727,0.0298778198921619,1,FALSE,"safe_short_tail","fixed_budget",177
TRUE,12,300,300,1500,0.0157145548915839,0.004,1,78,0.0256410256410256,0.0368843540919098,2,FALSE,"safe_short_tail","fixed_budget",178
TRUE,12,300,300,1500,0.0157145548915839,0.004,0,73,0.0136986301369863,0.0808107535824349,4,FALSE,"safe_short_tail","fixed_budget",179
TRUE,12,300,300,1500,0.0157145548915839,0.004,1,77,0.038961038961039,0.0350644144871554,1,FALSE,"safe_short_tail","fixed_budget",180
TRUE,12,300,300,1500,0.0157145548915839,0.004,2,68,0.0147058823529412,0.0429170485523094,1,FALSE,"safe_short_tail","fixed_budget",181
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,90,0.0222222222222222,0.0388319392412178,2,FALSE,"safe_short_tail","fixed_budget",182
TRUE,12,300,300,1500,0.0208362305270247,0.004,1,81,0.0123456790123457,0.0181336889094548,1,FALSE,"safe_short_tail","fixed_budget",183
TRUE,12,300,300,1500,0.0157145548915839,0.004,0,69,0.0289855072463768,0.06206008839998,2,FALSE,"safe_short_tail","fixed_budget",184
TRUE,12,300,300,1500,0.0208362305270247,0.004,2,76,0.0394736842105263,0.032182268507818,1,FALSE,"safe_short_tail","fixed_budget",185
TRUE,12,300,300,1500,0.0157145548915839,0.004,2,86,0.0116279069767442,0.0580902587191181,2,FALSE,"safe_short_tail","fixed_budget",186
TRUE,12,300,300,1500,0.0208362305270247,0.004,2,64,0.046875,0.0158685192031176,1,FALSE,"safe_short_tail","fixed_budget",187
TRUE,12,300,300,1500,0.0302503954197378,0.004,1,72,0,0.0619036715334038,1,FALSE,"safe_short_tail","fixed_budget",188
